STUDY_ID	SAMPLE_ID	KRAS	BRCA1	POLE
brca_tcga_pub	TCGA-AR-A1AP-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A1AS-01	1.9057	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A1AU-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A1AW-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A1AX-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0AZ-01	-0.6368	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0B0-01	-0.0252	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BM-01	2.7326	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BO-01	1.0504	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BP-01	-0.7897	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BQ-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BR-01	2.1055	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BS-01	-0.2037	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BT-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0C1-01	1.4564	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0DE-01	0.8357	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0DG-01	0.9891	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0DI-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0DO-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0DT-01	-0.0764	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0DX-01	-0.6647	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0E9-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0EI-01	-0.1638	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0H3-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0H5-01	1.5253	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0HA-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0W4-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0W5-01	-0.7817	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0W7-01	1.0867	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A18H-01	0.4987	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A18I-01	0.9521	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A12N-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A12O-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A12Y-01	-0.5345	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A132-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A133-01	-0.0507	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A1HI-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-D8-A141-01	-0.2835	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A14Q-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A14T-01	-0.3293	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A14Z-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A153-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A154-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A156-01	-0.2794	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15C-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15D-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15F-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15G-01	-0.3452	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15H-01	0.6288	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15I-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15J-01	0.1488	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15O-01	0.9797	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15P-01	-0.4387	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15R-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A1B1-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A1B4-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A1B6-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A1BC-01	1.3965	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A1BD-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0SV-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A03O-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0SW-01	-0.79	-0.0961	-0.0852
brca_tcga_pub	TCGA-B6-A0WW-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A18J-01	0.8984	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A18L-01	1.6424	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A06X-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-B6-A0IC-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A18U-01	-0.8369	7.7301	-0.0852
brca_tcga_pub	TCGA-BH-A1EW-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A0TY-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-B6-A0X5-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-B6-A0WV-01	0.5831	0.0616	-0.0852
brca_tcga_pub	TCGA-B6-A0RL-01	-0.2241	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A0U2-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-B6-A0IB-01	1.5243	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A0J7-01	-0.2897	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A0J3-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-D8-A13Y-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A7-A13F-01	-0.8369	-0.0961	13.7514
brca_tcga_pub	TCGA-BH-A0HU-01	-0.421	-0.0961	-0.0852
brca_tcga_pub	TCGA-D8-A140-01	-0.6971	-0.0961	-0.0852
brca_tcga_pub	TCGA-A7-A0CJ-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AQ-A04H-01	-0.692	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0H0-01	1.0698	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BD-01	2.0244	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0T3-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0T4-01	0.9336	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0YH-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0YG-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0EY-01	2.8714	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0D4-01	0.753	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0AY-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A107-01	2.0905	0.4345	3.5787
brca_tcga_pub	TCGA-AO-A0JI-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A10C-01	1.5906	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A10A-01	0.274	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0C0-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A109-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A0JC-01	0.09	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0HW-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A0JD-01	1.2341	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A0JM-01	-0.2008	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0CW-01	-0.4121	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0ER-01	1.1072	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0CT-01	0.8606	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A12B-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A04R-01	2.9854	-0.0961	-0.0852
brca_tcga_pub	TCGA-B6-A0IM-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A03P-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A1-A0SM-01	-0.0365	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A06N-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A06O-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A06Q-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A06R-01	0.8088	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A06Z-01	1.2217	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A079-01	0.6078	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A07L-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A07S-01	1.118	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A07W-01	1.01	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A07Z-01	0.9013	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A082-01	0.0978	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A084-01	-0.1555	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A085-01	-0.1412	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A08F-01	0.4354	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A08G-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A08I-01	-0.6011	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A08P-01	0.9254	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A095-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A096-01	-0.5024	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A097-01	1.1695	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09C-01	0.7512	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09D-01	0.5871	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09I-01	1.854	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09M-01	-0.3873	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09N-01	-0.389	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09Q-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09R-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09W-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09Z-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A0A9-01	0.9853	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A0AB-01	1.1843	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A03Y-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A041-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A049-01	1.5036	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0AJ-01	1.2612	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0AK-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0AM-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0AS-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0FF-01	0.4369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0FK-01	0.865	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0FY-01	-0.1914	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0XR-01	0.7565	-0.0961	-0.0852
brca_tcga_pub	TCGA-AN-A0XW-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A0TQ-01	-0.4793	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A0TT-01	-0.6043	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A0TV-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A0TZ-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A0U3-01	-0.0746	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A1AV-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0AU-01	-0.8344	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0B5-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BF-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0BZ-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0C3-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0C7-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0DD-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A0W3-01	2.0324	-0.0961	-0.0852
brca_tcga_pub	TCGA-BH-A18F-01	0.2145	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A12M-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A12U-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A12W-01	2.8029	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A12X-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A1HG-01	0.883	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A1HL-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A1HM-01	0.9751	-0.0961	-0.0852
brca_tcga_pub	TCGA-C8-A1HN-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A14O-01	-0.1394	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A14S-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A14W-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A155-01	-0.4853	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15L-01	0.7026	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15M-01	0.4864	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15S-01	1.2463	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A15T-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A03U-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-B6-A0IE-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0YK-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-E2-A108-01	-0.069	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A0JB-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A03R-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A03T-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-AR-A1AO-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-A2-A0YT-01	1.0106	-0.0961	-0.0852
brca_tcga_pub	TCGA-AO-A0J5-01	-0.4762	-0.0961	-0.0852
brca_tcga_pub	TCGA-A1-A0SP-01	3.475	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A08S-01	0.8285	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09E-01	-0.651	-0.0961	-0.0852
brca_tcga_pub	TCGA-A8-A09K-01	-0.8369	-0.0961	-0.0852
brca_tcga_pub	TCGA-D8-A146-01	-0.7098	-0.0961	-0.0852
